gene	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6
ENSRNOG00000019983	950	961	812	967	957	891
ENSRNOG00000019985	20	15	21	19	17	17
ENSRNOG00000019986	360	393	502	458	401	390
ENSRNOG00000019987	1877	2410	2997	2955	2928	2655
ENSRNOG00000019990	533	553	613	599	500	540
ENSRNOG00000019992	1148.02	1060.01	1041.07	1187.02	987.046	1063
ENSRNOG00000019995	794	761	694	805	753	696
ENSRNOG00000019996	5100.66	4609.38	4450.73	5035.96	4488.96	4765.46
ENSRNOG00000019999	12	9	15	18	8	3
ENSRNOG00000020000	300.242	303.532	384.646	356.295	320.538	302.494
ENSRNOG00000020004	493	506	441	512	401	431
ENSRNOG00000020005	2957	3272	3445	3498	3256	2953
ENSRNOG00000020006	299	275	322	346	274	276
ENSRNOG00000020009	7	6	1	2	4	4
ENSRNOG00000020010	262	205	242	277	246	224
ENSRNOG00000020013	156	128	102	146	121	136
ENSRNOG00000020014	2102.004	1610.996	1801.004	1662	1602	1743.001
ENSRNOG00000020016	1527	1714	1720	1950.87	1711	1572
ENSRNOG00000020020	2215.245	1985.0077	2010.9824	2201.0047	1966.4809	1902.9832
ENSRNOG00000020021	2	0	10	7	2	7
ENSRNOG00000020022	388	400	375	456	395	408
ENSRNOG00000020024	519	517	510	515	408	488
ENSRNOG00000020025	0	0	0	0	0	0
ENSRNOG00000020027	2335.6181	2187.35861	2185.3927	2415.4883	2289.1886	2091.09079
ENSRNOG00000020028	78.6858	64.8167	87	60	58	72.0701
ENSRNOG00000020029	970	1112	1188	1773	1103	1170
ENSRNOG00000020030	174	189	176	282	170	180
ENSRNOG00000020032	1096	1138	1131	1337	1263	1018
ENSRNOG00000020035	1	0	1	0	1	0
ENSRNOG00000020038	2111	1823	1653	2003	2126	1922
ENSRNOG00000020039	7.54613	7.55627	18.66762	11.2229588	13.4047	4.19538
ENSRNOG00000020044	551	491	544	624	624	515
ENSRNOG00000020045	1	1	3	2	0	3
ENSRNOG00000020047	575	594	497	637	593	519
ENSRNOG00000020049	380	428	375	439	425	404
ENSRNOG00000020054	33	26	27	19	18	23
ENSRNOG00000020056	1273	1198	1259	1182	1202	1150
ENSRNOG00000020057	1	0	0	2	1	0
ENSRNOG00000020058	123	62	151	197	178	78
ENSRNOG00000020059	22	35	28	35	27	28
ENSRNOG00000020060	1716	1559	1637	2047	1731	1359
ENSRNOG00000020061	36	31	24	53	35	40
ENSRNOG00000020062	20	10	15	9	18	15
ENSRNOG00000020063	277	276	295	305	311	234
ENSRNOG00000020066	27	14	16	15	14	14
ENSRNOG00000020067	302	311	334	341	297	324
ENSRNOG00000020068	832	910	880	977	826	928
ENSRNOG00000020072	4	8	6	0	16	3
ENSRNOG00000020073	15	17	10.6601	19	13	12
ENSRNOG00000020075	26796.9	27485.9	26354.9	27179.9	25163.9	26050.9
ENSRNOG00000020076	786.548	792.399	813.711	848.332	759.165	810.71
ENSRNOG00000020077	0	1.00139	0	1	1	1.00944
ENSRNOG00000020078	197	141	203	237	172	155
ENSRNOG00000020080	0	0	0	0	0	0
ENSRNOG00000020081	517	541	687	605	551	455
ENSRNOG00000020083	268	220	264	343	248	251
ENSRNOG00000020084	23	18	24.5347	27	21.2287	19.0919
ENSRNOG00000020086	721.9427	659.6809	663.7751	739.2389	707.5144	624.9162
ENSRNOG00000020087	190.0004	184.0001	139	234.0002	149.0002	184.0003
ENSRNOG00000020088	457.184	385.592	407.588	530.302	438.25	431.948
ENSRNOG00000020093	0	1.90084	0	0	0	0
ENSRNOG00000020095	38	40.4412	29	33	30	35
ENSRNOG00000020097	1498	1431	1200	1191	1214	1405
ENSRNOG00000020098	0	0	0	0	0	0
ENSRNOG00000020102	1524	1507	1638	1741	1451	1488
ENSRNOG00000020103	0	0	0	0	0	0
ENSRNOG00000020105	1608	1297	1204	1573	1410	1270
ENSRNOG00000020106	3	6	7	2	3	4
ENSRNOG00000020107	601	556	668	764	713	586
ENSRNOG00000020109	0	2	0	0	0	0
ENSRNOG00000020110	662.407	534	663	749	675.977	542
ENSRNOG00000020112	0	2.00087	0	1.00041	1	0
ENSRNOG00000020113	147	153	165	170	194	148
ENSRNOG00000020115	648	658	724	673	692	584
ENSRNOG00000020117	1088.7	1149.2	1096.19	1114.16	1199.22	1047
ENSRNOG00000020118	78.2116	66.7709	71.4647	67.2198	58.1231	70.2338
ENSRNOG00000020119	118.99991	98.0695	116.70629	134.99998	110.3031	104.00005
ENSRNOG00000020124	11	19	13	17	11	14
ENSRNOG00000020125	0	1	1	0	2	3
ENSRNOG00000020129	335	210	150	221	250	231
ENSRNOG00000020130	1662.0026	1513.0014	1890.9997807693	2070.00467776	1928.00097	1350.9998
ENSRNOG00000020131	0	0	0	0	0	0
ENSRNOG00000020132	0	0	0	0	0	0
ENSRNOG00000020133	0	24.8106	10.9204	51.4962	31.6722	26.8555
ENSRNOG00000020134	2991.0004	2630.9991	2385.9968	3362.9968	3035.9996	2776.9974
ENSRNOG00000020136	487	378	159	305	378	501
ENSRNOG00000020138	2758	2683	3178	3109	2965	2572
ENSRNOG00000020139	1299	1199	1232	1249	1230	1097
ENSRNOG00000020140	2578	2320.51	2555.52	2668	2479	2349.97
ENSRNOG00000020142	0	0	0	0	0	0
ENSRNOG00000020144	521.454	426.444	481.332	469.777	430.595	459.805
ENSRNOG00000020148	40	46	46.00003724	63.0000421072	71	38
ENSRNOG00000020150	107	110	170	169	127	108
ENSRNOG00000020151	20	16	13	27	9	22
ENSRNOG00000020153	146	122	188	148	135	99
ENSRNOG00000020155	521	503	515	487	386	472
ENSRNOG00000020157	0	1	1	2	0	0
ENSRNOG00000020159	612	586	701	661	596	546
ENSRNOG00000020161	1119	989	969	1229	1152	963
ENSRNOG00000020164	44.99997	32.99996	34.99998	44.00004	42	21
ENSRNOG00000020165	4	2	6	3	3	6
ENSRNOG00000020166	2	0	1	1	0	0
ENSRNOG00000020167	3715.76	4007.49	4172.75	4559.63	3690.96	3407.1
ENSRNOG00000020169	44.7254	43.6811	52.3057	42.5088	37.4578	36.9756
ENSRNOG00000020173	911	963.03588	1088.99835	1114.00713	1149.0008	820.01203
ENSRNOG00000020175	390	367	375	401	386	357
ENSRNOG00000020178	2488.00304	2910.99638	2843.99613	2799.00043	2811.00185	2691.00319
ENSRNOG00000020179	2526	2404	1520	2232	2062	2538
ENSRNOG00000020182	3421.62	3679.55	3445.91	3817.9	3553.1	3332.16
ENSRNOG00000020185	5271.49	4435.66	5569.9	5132.12	4968.66	4749.33
ENSRNOG00000020188	62.00003	53	76	84	78.99998	84
ENSRNOG00000020189	359.668	374.307	382.88	453.116	362.21	305.485
ENSRNOG00000020191	849	803	997	1079	904	787
ENSRNOG00000020193	111.01	104.033	77.0203	116.017	76.0213	82.0214
ENSRNOG00000020194	646	540	705	893	634	600
ENSRNOG00000020196	0	2	0	0	0	2
ENSRNOG00000020197	517.401	546	586.872	711	730	503
ENSRNOG00000020199	83	99	100	99	93	77
ENSRNOG00000020201	937.0005	1071.9967	927.9995	1256.9985	1026	899
ENSRNOG00000020202	241	256	266	345	208	258
ENSRNOG00000020203	1	1	2	0	0	2
ENSRNOG00000020204	754	851	911	951	838	763
ENSRNOG00000020205	1022	770	1049	1296	1141	725
ENSRNOG00000020206	7341	6652	8562	7823	7791	6888
ENSRNOG00000020212	1	0	4	2	0	0
ENSRNOG00000020213	1966.63	1839.05	1855.12	2108.87	1873.23	1886.92
ENSRNOG00000020216	461.764	506.089	512.266	495.078	482.978	468.586
ENSRNOG00000020217	291.835	302.446	297.791	341.69	339.72	279.676
ENSRNOG00000020225	658	609	538	648	708	564
ENSRNOG00000020229	764.407	808.667	840.12	958.247	834.253	817.424
ENSRNOG00000020230	698	728	730	882	758	665
ENSRNOG00000020232	1042	993	1091	1118	1025	964
ENSRNOG00000020233	2466	2670	2701	2578	2505	2665
ENSRNOG00000020235	9087.963	8164.952	8513.955	8470.99	8430.985	8214.955
ENSRNOG00000020238	737	590	828	862	800	651
ENSRNOG00000020239	401.0005	332.0003	362.0002	486	427.9999	307.9998
ENSRNOG00000020242	2	0	3	2	1	0
ENSRNOG00000020244	1111.26	916.002	1039.83	1295.44	1117.17	1025.4
ENSRNOG00000020245	0	0	1	0	0	0
ENSRNOG00000020246	15102	15295	11691	16319	14652	16692
ENSRNOG00000020247	39	36	29	44	37	45
ENSRNOG00000020248	18.0399	7.00877	17.0109	17	7.01867	15.0625
ENSRNOG00000020249	778.511	823.336	544.103	705.875	752.336	840.669
ENSRNOG00000020250	159	194	170	181	173	166
ENSRNOG00000020251	0	1	1	5	0	1
ENSRNOG00000020254	413	388	298	421	403	348
ENSRNOG00000020255	4103.997	4375.003	3525.003	4202.996	3913.998	4009.996
ENSRNOG00000020259	1	0	0	0	0	0
ENSRNOG00000020261	1220	1048	995	1057	1071	1014
ENSRNOG00000020263	3243	2458	6511	4695	4691	2088
ENSRNOG00000020264	646	549	595	598	575	603
ENSRNOG00000020266	76319	71526	70624	75806	72112	71339
ENSRNOG00000020269	1214	1048	1050	1413	1186	1088
ENSRNOG00000020271	928	1113	1018	1164	1022	979
ENSRNOG00000020272	13	7	5	9	12	14
ENSRNOG00000020274	175	196	214	253	195	187
ENSRNOG00000020275	56	48	71	88	63	61
ENSRNOG00000020276	5	4	8	1	5	6
ENSRNOG00000020277	514	424	766	839	613	481
ENSRNOG00000020279	622	587	484	677	519	646
ENSRNOG00000020280	415	449	354	492	413	399
ENSRNOG00000020281	973	865	847	937	824	957
ENSRNOG00000020284	1683	1624.997	1480	1819	1462	1581
ENSRNOG00000020288	1753	1849	2240	2420	1890	1642
ENSRNOG00000020289	1440	1424	1651	1740	1662	1365
ENSRNOG00000020293	0	0	1	0	0	0
ENSRNOG00000020294	0	0	0	1	0	0
ENSRNOG00000020295	76	94	132	142	100	98
ENSRNOG00000020296	0	0	0	0	0	0
ENSRNOG00000020297	1343.662	1072.729	1106.053	1349.538	1140.535	1111.864
ENSRNOG00000020298	5257	4354	4636	5598	5338	4017
ENSRNOG00000020299	2107	2060	1831	2516	2278	1994
ENSRNOG00000020300	284	245	225	268	229	279
ENSRNOG00000020301	0	0	0	0	0	0
ENSRNOG00000020302	280	337	312	411	307	279
ENSRNOG00000020304	1725.08	1580.29	1560.38	1628.67	1510.16	1480.39
ENSRNOG00000020305	0	0	0	0	0	0
ENSRNOG00000020307	96.9256	82.0796	96.1736	91.2215	65.1215	102.83
ENSRNOG00000020308	2325	2375	3152	2640	2769	2292
ENSRNOG00000020309	6	8	8	4	8	5
ENSRNOG00000020310	574	422	658	610	636	520
ENSRNOG00000020315	373	430	403	463	434	395
ENSRNOG00000020317	2112	2476	2452	2860	2407	2481
ENSRNOG00000020318	428	432	424	484	455	413.0004
ENSRNOG00000020321	478	441	414	529	513	381
ENSRNOG00000020322	125	110	94	151	98	122
ENSRNOG00000020325	298	284	321	247	305	283
ENSRNOG00000020330	630	655	590	666	565	582
ENSRNOG00000020332	13	5.0000009004541	14.99997	8	9.0000023577344	13
ENSRNOG00000020333	944	1058	801	825	902	875
ENSRNOG00000020336	579	541	652	617	608	496
ENSRNOG00000020337	1	2	2	2	5	4
ENSRNOG00000020338	0	2	1	0	1	1
ENSRNOG00000020339	46	39.99996	38.99999	77	49	56.00001
ENSRNOG00000020340	1225	1020	1201	1176	1062	985
ENSRNOG00000020342	318	283	404	394	321	271
ENSRNOG00000020344	260	235	257	284	259	243
ENSRNOG00000020345	654	571	877	775	677	491
ENSRNOG00000020346	5231.91	4845.93	5290.09	5444.37	5408.89	4826.1
ENSRNOG00000020347	1627.9977	1539.9989	1522.9985	1667.002	1513.0023	1426.0018
ENSRNOG00000020349	127	92	124	112	120	94
ENSRNOG00000020350	804	629	814	969	889	671
ENSRNOG00000020351	1504	1500	1445	1727	1451	1438
ENSRNOG00000020353	1765.001	1498	1896.005	1904	1713.004	1582.997
ENSRNOG00000020354	952	1130	1043	1078	1064	1091
ENSRNOG00000020355	45	47	52	44	40	39
ENSRNOG00000020356	211	194	182	194	175	173
ENSRNOG00000020357	578.338	568.272	602.948	636.462	615.465	538.136
ENSRNOG00000020358	1703	1766	2321	2134	2137.69	1769
ENSRNOG00000020360	685.0002	646.9995	660.0002	660.9997	570.9996	563.0001
ENSRNOG00000020361	559	520.99967	608.0005	652.9996	617.0003	534.0001
ENSRNOG00000020363	1205	1001	1348	1411	1325.31	894
ENSRNOG00000020368	203	190	195	208	209	207
ENSRNOG00000020369	930	839.97103	946.95757	933.89215	856.978	924.9784
ENSRNOG00000020371	293.99971	239.0004	364.99964	315.00008	315.99964	259.99949
ENSRNOG00000020372	219	185	207	239	208	167
ENSRNOG00000020373	2144.9969	2134.9985	1832.0024	2209.0021	2012	2124.996
ENSRNOG00000020374	247.053	267.925	319.527	324.832	280.805	208.3313
ENSRNOG00000020376	357	321	395	394	313	321
ENSRNOG00000020377	13.0655	15.045	19.1037	14.0543	9.02603	14.0347
ENSRNOG00000020379	1011	845	958	1027	951	870
ENSRNOG00000020380	2	4	8	7	7	2
ENSRNOG00000020382	1	2	7	4	2	5
ENSRNOG00000020383	1752	1790	1290	2113	1838	2120
ENSRNOG00000020384	1183.75	1082.7	1114.34	1163.71	1038.36	1023.87
ENSRNOG00000020385	5211	5312	2494	4199	4458	5850
ENSRNOG00000020386	2690.101	2328.098	2488.1	2594.08	2338.004	2331.004
ENSRNOG00000020388	928	962	900	945	829	916
ENSRNOG00000020389	93.2205	86.0162	146.96	104.718	89.9125	71.379
ENSRNOG00000020390	508	471	575	702	568	443
ENSRNOG00000020391	412	439	369	402	335	413
ENSRNOG00000020392	804	799	787	841	737	702
ENSRNOG00000020393	696.9999	613.0003	675.99994	768.9998	717.00053	617.99976
ENSRNOG00000020394	1040	1005	1015	1138	1085	980
ENSRNOG00000020399	0	0	1	0	0	0
ENSRNOG00000020400	7	12	11	11	8	13
ENSRNOG00000020401	118	106	154	151	119	111
ENSRNOG00000020405	0	0	0	0	0	0
ENSRNOG00000020406	0	0	0	0	1	0
ENSRNOG00000020407	80.0129	89.0144	62.0819	101.123	85.0655	75.0649
ENSRNOG00000020409	0	3	1.00796	0	0	0
ENSRNOG00000020410	2	0	2	4	1	1
ENSRNOG00000020411	1470	1237	1331	1417	1262	1222
ENSRNOG00000020412	4263	3957	4222	4363	3946	4004
ENSRNOG00000020415	157	185.158	216.834	190.29415	203.301	169.595
ENSRNOG00000020416	108	100	110	147	136	91
ENSRNOG00000020417	1434.188	1256.279	1400.746	1729.096	1545.687	1374.063
ENSRNOG00000020420	2.00748	0	0	0	1.77069	0
ENSRNOG00000020421	79.8608	70.0256	73.8945	92.9373	71.0079	78.732
ENSRNOG00000020423	1892.001	1497.997	1632	1819.003	1512	1458
ENSRNOG00000020424	5	6	5	2	5	6
ENSRNOG00000020425	544.9994	430	428.00016	518.00011	513.99978	470.9997
ENSRNOG00000020426	1200	1177	1130	1318	1283	1162
ENSRNOG00000020427	408	417	372	362	435	392
ENSRNOG00000020430	1156	1021	1062	1098	1039	989
ENSRNOG00000020431	39	33	26	33	35	32
ENSRNOG00000020433	17344.0200028397	13720.016	9571.0435	13550.25	13913.11	16310.6
ENSRNOG00000020434	9	8	6	7	6	11
ENSRNOG00000020435	316	319	324	340	295	304
ENSRNOG00000020438	1651	1665	1521	1494	1446	1516
ENSRNOG00000020440	1447	1310	1393	1627	1189	1284
ENSRNOG00000020441	158.0001	126	142.0005	154.99989163	153.9997	120
ENSRNOG00000020442	1535	1691	1754	1812	1626	1640
ENSRNOG00000020443	5	3	4	5	4	2
ENSRNOG00000020444	47.4583	34.6449	39.8592	41.4786	49.5186	40.0449
ENSRNOG00000020446	33.3184	32.2969	62.1085	38.567	45.498	38.0789
ENSRNOG00000020450	317	291	389	415	338	277
ENSRNOG00000020451	18769	18385	17560	18412	18224	17478
ENSRNOG00000020452	1210	1106	1401	1575	1304	1274
ENSRNOG00000020455	13	21	16	11	23	21
ENSRNOG00000020456	1635.34	1769.75	1345	1355.14	1338.51	1525.41
ENSRNOG00000020457	1527.99954	1154	1372	1751.99973	1658.996	1085
ENSRNOG00000020460	2660	3175	2998	3389	2975	2916
ENSRNOG00000020463	593.873	595.606	491.218	628.431	532.94	564.702
ENSRNOG00000020464	1609	1778	1787	1940	1765	1811
ENSRNOG00000020465	318	301	234	251	250	265
ENSRNOG00000020466	1114.27	948.913	1060.62	1343.07	1145.6	940.714
ENSRNOG00000020467	1596	1432	1454	1187	1404	1487
ENSRNOG00000020468	1360	1216	986	1273	919	1173
ENSRNOG00000020470	1280	1209	1118	1229	1074	1015
ENSRNOG00000020474	1703	1828	1587	2137	1764	1717
ENSRNOG00000020475	1639	1549	1519	1634	1689	1550
ENSRNOG00000020477	1.50655	4.30593	0	0	0	0
ENSRNOG00000020478	5	2	25.99998	12	7	7
ENSRNOG00000020479	1486.12	1650.23	1500.66	1116.01	1125.38	1582.06
ENSRNOG00000020480	2799	2061	2666	3268	1993	2283
ENSRNOG00000020481	351.292	440.48	443.555	430.502	443.274	345.325
ENSRNOG00000020482	371.763	308.359	358.515	368.43	308.192	337.776
ENSRNOG00000020484	3	2	12	3	11	1
ENSRNOG00000020485	152.0002	144.99998	132	146.0003	149	137.0004
ENSRNOG00000020486	354.196	292.563	379.629	346.47	312.623	274.731
ENSRNOG00000020487	505	646	702	770	654	608.913
ENSRNOG00000020488	607	635	640	716	611	545
ENSRNOG00000020489	0	4	1	4	6	2
ENSRNOG00000020492	10.9496	7.23365	7.31858	6.04223	2.42179	12.1366
ENSRNOG00000020495	2841	3213	2970	3066	2688	2873
ENSRNOG00000020497	2010.001	2140.001	1786.995	1903.567	1846.996	1858.004
ENSRNOG00000020500	2371.974	2445.516	2556.562	2824.417	2636.248	2250.553
ENSRNOG00000020501	40.7286	57.08703	54.3834	59.9253	59.40043	56.2861
ENSRNOG00000020503	6	6	18	14	9	10
ENSRNOG00000020505	77	79	126	180	103	102
ENSRNOG00000020506	359	388	423	406	420	381
ENSRNOG00000020513	2542.667	2264.12698	2250.63231	2493.9295	2248.20518	2215.39628
ENSRNOG00000020514	110	102.00002	134.0003	121	101.00002	75.99999
ENSRNOG00000020517	37.00002	38.99997	54.99997	62	49.00001	38.00002
ENSRNOG00000020518	304.027	226.483	350.436	392.582	369.756	220.452
ENSRNOG00000020519	134	91	90	125	108	85
ENSRNOG00000020525	3485	3121	3845	3693	4208	2636
ENSRNOG00000020526	1516.0037	1352.0012	1523.9994	1639.996	1515.0045	1368.0003
ENSRNOG00000020527	2639.65	2752.16	2722.96	3282.93	3039.15	2829.68
ENSRNOG00000020530	1	1	1	0	1	0
ENSRNOG00000020531	608.316	533.305	511.733	610	518.953	587.299
ENSRNOG00000020532	976.99968	887.9997	1032	1083.00097	973.9996	881.00002
ENSRNOG00000020533	7344	7132	6910	7547	7117	7197
ENSRNOG00000020536	0	0	0	0	0	0
ENSRNOG00000020538	1.10033	13.4199	6.74351	4.15501	7.24017	1.11713
ENSRNOG00000020539	4	1	0	1	5	3
ENSRNOG00000020541	336	329	388	403	382	294
ENSRNOG00000020542	952.0001	942.9997	1006.0004	1008.9997	921.9996	990
ENSRNOG00000020543	847.9998	827.00043	810.99998	933.0004	889	818.0001
ENSRNOG00000020544	581	541	639	656	590	532
ENSRNOG00000020546	291.9	260.58	288.256	319.845	322.76	253.883
ENSRNOG00000020551	1064	1013	1041	1215	1100	929
ENSRNOG00000020552	93	95	73	80	93	100
ENSRNOG00000020554	313	303	338	337	383	332
ENSRNOG00000020557	54.014	35.0183	68.0057	43.0111	46.0243	30.0095
ENSRNOG00000020560	2.73623	13.21027	6.80281	3	6	13
ENSRNOG00000020562	48	45	69	57	37	46
ENSRNOG00000020563	0	0	0	0	0	1
ENSRNOG00000020567	660	680	737	729	727	565
ENSRNOG00000020571	162	169	173	170	181	198
ENSRNOG00000020573	362	350	438	385	422	298
ENSRNOG00000020577	1707	1440	1635	1652.002	1601.001	1504
ENSRNOG00000020578	71.3404	82.7766	103.07008	85.1687	84.97341	100.8794
ENSRNOG00000020579	552	354	395	627	377	384
ENSRNOG00000020580	51.399	42.7739	65.6951	54.7925	52.8177	53.912
ENSRNOG00000020583	440	452	510	586	506	476
ENSRNOG00000020585	146	110	107	142	130	151
ENSRNOG00000020587	881.9996	869.9997	891.00037	993.9996	935.9999	885.0003
ENSRNOG00000020588	196.0003	179.99992	178.9996	169.9996	174	141.0002
ENSRNOG00000020590	566.216	465.516	621.832	591.654	558.553	492.192
ENSRNOG00000020593	163	122	69	230	162	156
ENSRNOG00000020594	1318	1097	832	1083	1211	1040
ENSRNOG00000020595	12441.9519	14889.005	13972.9586	14348.9912	12918.9638	13798.9698
ENSRNOG00000020596	859.718	845.808	1153.03	1117.93	993.098	819.051
ENSRNOG00000020597	164	181	176	181	174	199
ENSRNOG00000020598	165.59613	155.5492	196.64707	212.29076	193.24502	192.3764
ENSRNOG00000020599	16	26	43	88	31	30
ENSRNOG00000020601	1927.004	1847.001	1566	2042.996	1900.996	1789.003
ENSRNOG00000020602	3844	4285	4587.93	4551.97	4376	4148
ENSRNOG00000020603	12.601	12.2261	5.30491	6.20752	5.18226	5.08796
ENSRNOG00000020605	876.134	896.622	995.132	1016.18	835.204	839.105
ENSRNOG00000020606	27	12	20	21	16	15
ENSRNOG00000020607	1298	1129	1294	1224	1247	1241
ENSRNOG00000020608	467	507	389	563	535	433
ENSRNOG00000020614	14	6	10	12	6	10
ENSRNOG00000020615	4617	4778	4698	5357	4724	4642
ENSRNOG00000020616	932.471	860.789	721.673	1162.716	857.529	984.567
ENSRNOG00000020617	585	570	572	662	657	550
ENSRNOG00000020618	31.4114	25.0546	27.319	23.3693	31.5254	20.5743
ENSRNOG00000020619	3098	3299	2868	3255	3033	3113
ENSRNOG00000020620	17	10	21	13	18	22
ENSRNOG00000020621	8	11	9	17	6	8
ENSRNOG00000020622	13	13	9	30	14	10
ENSRNOG00000020623	1046.99846	1062.00241	1217.99545	1184.99561	1265.9997	1023.00011
ENSRNOG00000020624	166	155	173	160	167	178
ENSRNOG00000020625	0	0	0	0	1	0
ENSRNOG00000020626	433	507	598	555	467	460
ENSRNOG00000020628	315.507	232.366	169.411	273.842	275.333	284.984
ENSRNOG00000020630	206.754	167.788	181.531	165.781	158.777	187.072
ENSRNOG00000020634	185	225	251	284	213	207
ENSRNOG00000020635	351	398	417	402	443	341
ENSRNOG00000020636	808.0002	693.9997	828.9998	930	811.9999	812.9999
ENSRNOG00000020637	0	1	0	0	0	0
ENSRNOG00000020638	0	3	0	0	1	4
ENSRNOG00000020640	731.481	732.684	621.412	811.324	667.824	660.765
ENSRNOG00000020641	7.63841	9.1447	5.98172	6.09187	6.5972	7.11441
ENSRNOG00000020642	1016.73	1059.79	1212.86	1413.69	1135.99	985.712
ENSRNOG00000020643	1474.996	1484.636	1393.282	1524.186	1436.563	1362.001
ENSRNOG00000020644	296	246	268	170	215	276
ENSRNOG00000020646	1170	1141	1192	1296	1015	1146
ENSRNOG00000020647	0	0	0	0	0	0
ENSRNOG00000020650	131.0004	94	230	148.9998	150.00033	119.00029
ENSRNOG00000020651	3220	2799	1890	2630	2457	2980
ENSRNOG00000020652	1272	922	1202	1562	1413	818
ENSRNOG00000020653	1235.93	1236.92	1067.73	1087.86	1167.91	1090.95
ENSRNOG00000020655	5	2	2	1	0	5
ENSRNOG00000020656	184.1425	140.0684	180.5375	166.53617	124.4608	161.4161
ENSRNOG00000020657	2093.229	1991.556	2025.975	2359.764	2013.623	1975.378
ENSRNOG00000020658	1330.49	1328.02	1506.54	1335.07	1313.57	1402.13
ENSRNOG00000020659	1513	1678	1727	1838	1687	1543
ENSRNOG00000020660	16400	18052	14003	15761	15032	16543
ENSRNOG00000020663	1127	993	1053	1154	1043	958
ENSRNOG00000020667	922	917	970	1095	1029	849
ENSRNOG00000020668	1317	1211	1195	1383	1242	1074
ENSRNOG00000020669	114.877	93.21395	102.49	82.28616	89.0458	110.526
ENSRNOG00000020670	363	360	330	393	351	319
ENSRNOG00000020673	3800	3470	3709	4134	3631	3769
ENSRNOG00000020674	9535.96	11161.8	10102.9	11033.7	10260.8	10494.9
ENSRNOG00000020675	993	950	1049	1079	1096	859
ENSRNOG00000020676	183	178	219	181	212	203
ENSRNOG00000020678	312	299	356	307	308	249
ENSRNOG00000020679	306	258	250	287	311	294
ENSRNOG00000020681	0	0	0	0	0	0
ENSRNOG00000020683	4003	3319	3890	4028	4060	3313
ENSRNOG00000020684	4980	5236	4955	6022	5312	5015
ENSRNOG00000020685	68	55	33	69.99996	43	89
ENSRNOG00000020686	6	5	2	2	1	4
ENSRNOG00000020687	176	151	112	142	130	134
ENSRNOG00000020688	398.9999	363.0003	359.0003	407.0001	366.0002	361.9997
ENSRNOG00000020689	262.383	243.756	292.7	347	312	216
ENSRNOG00000020692	159	164	168	194	188	117
ENSRNOG00000020693	105	81	102	112	115	104
ENSRNOG00000020694	12	13	18	17	15	12
ENSRNOG00000020695	757.9997	654	816	769.9998	833.0001	655.0001
ENSRNOG00000020696	828	854	803	1019	854	746
ENSRNOG00000020698	301	309	282	284	325	300
ENSRNOG00000020699	17	11	24	21	15	13
ENSRNOG00000020700	203	229	226	289	243	268
ENSRNOG00000020701	339.0003	307.0003	304.9996	273.9996	259.9998	344.9998
ENSRNOG00000020702	224	212	273	293	266	219
ENSRNOG00000020703	475	349	438	607	537	296
ENSRNOG00000020704	154	167	198	182	171	136
ENSRNOG00000020705	124	130	112	112	151	122
ENSRNOG00000020706	18	6	22	10	17	10
ENSRNOG00000020710	1617	1211	1510	1747	1775	1136
ENSRNOG00000020713	1247.55	1001.4661	1041.87	1090.61	1145.57	1060.06
ENSRNOG00000020714	479.018	460.522	516.861	468.115	495.238	459.981
ENSRNOG00000020715	10304	9431	10033	9542	9469	9303
ENSRNOG00000020716	3260.996	2949	2603.002	2923.001	2850.004	2694.003
ENSRNOG00000020717	626	687	692	776	730	675
ENSRNOG00000020719	1865.31	1846.74	2649.46	1919.1	1997.01	1745.13
ENSRNOG00000020720	0	0	0	0	0	0
ENSRNOG00000020721	418	433	476	566	495	399
ENSRNOG00000020723	1204	1080	1114	1261	1041	1006
ENSRNOG00000020726	587	641	545	609	648	497
ENSRNOG00000020729	165	190	208	255	191	165
ENSRNOG00000020730	3342.126	3123.1028	3593.094	3496.299	3205.469	2972.287
ENSRNOG00000020731	26	29	38	35	28	26
ENSRNOG00000020733	2	5	1	7	1	2
ENSRNOG00000020736	269	216	263	289	226	232
ENSRNOG00000020737	1067	998	845	926	826	1013
ENSRNOG00000020742	1837	1349	1863	2167	1954	1408
ENSRNOG00000020743	108	68	52	74	75	59
ENSRNOG00000020744	1455	1204	1489	1644	1505	1315
ENSRNOG00000020746	14	26	32	29	22	11
ENSRNOG00000020747	3704	4116	5424	6117	5864	4484
ENSRNOG00000020748	10616	8306	7680	9280	9691	8131
ENSRNOG00000020749	1.00726	1.00601	0	0	1.00539	0
ENSRNOG00000020751	322.456	280.874	311.491	336.952	300.308	274.518
ENSRNOG00000020753	615	637	620	697	652	608
ENSRNOG00000020762	1621.84	1510.87	1532.31	1336.61	1213.16	1397.78
ENSRNOG00000020763	5365.998	5310.999	5554.002	5924.001	5485.003	5404.001
ENSRNOG00000020769	542.0004	537.00013	611.9998	462.0005	447.9996	522.9998
ENSRNOG00000020770	181.432	181.894	196.526	203.515	219.618	217.971
ENSRNOG00000020771	1454.72	1620.73	1648.7	1604.55	1655.19	1519.48
ENSRNOG00000020772	972	882.999797	831.9998	906.0002	846.0001	841.0003
ENSRNOG00000020773	1187	997	1078	1243	1212	1027
ENSRNOG00000020774	125.447	37.3	151.523	90.3113	90.8746	99.3062
ENSRNOG00000020775	0	3	0	0	0	2.0000000288552
