reactions,GIMME,iMAT,MBA,CORDA,RegrEx
BTS5,1,0,0,0,0
BUTCT,0,0,0,0,0
BUTSO3abcpp,0,0,0,0,0
BUTSO3tex,1,0,0,0,0
BUTt2rpp,0,0,0,0,0
BUTtex,1,0,0,0,0
BWCOGDS1,0,0,0,0,0
BWCOGDS2,0,0,0,0,0
BWCOS,0,0,0,0,0
CA2t3pp,0,0,1,0,1
CA2tex,1,0,0,0,2
CADVtpp,0,0,0,0,0
CAT,1,0,0,0,0
CAt6pp,1,0,1,0,2
CBIAT,0,0,0,0,0
CBItonex,1,0,0,0,0
CBIuabcpp,0,0,0,0,0
CBL1abcpp,1,0,0,0,0
CBL1tonex,1,0,0,0,0
CBLAT,1,0,0,0,2
CBMD,1,0,0,0,0
CBMKr,1,0,1,0,0
CBPS,0,0,0,0,0
CCGS,0,0,0,0,0
CD2abcpp,1,0,1,0,0
CD2t3pp,0,0,1,0,1
CD2tex,1,0,0,0,0
CD2tpp,0,0,1,0,1
CDAPPA120,0,0,0,0,0
CDAPPA140,0,0,0,0,0
CDAPPA141,0,0,0,0,0
CDAPPA160,0,0,0,0,0
CDAPPA161,0,0,0,0,0
CDAPPA180,0,0,0,0,0
CDAPPA181,0,0,0,0,0
CDGR,1,0,0,0,0
CDGS,1,0,0,0,0
CDPMEK,1,0,0,0,0
CFAS160E,1,0,0,0,0
CFAS160G,1,0,0,0,0
CFAS180E,1,0,0,0,0
CFAS180G,1,0,0,0,0
CGLYabcpp,0,0,1,0,0
CGLYtex,1,0,0,0,2
CHLabcpp,0,0,0,0,0
CHLt2pp,0,0,0,0,0
CHLtex,1,0,0,0,0
CHOLD,0,0,0,0,0
CHORM,1,0,1,0,0
CHORS,1,0,1,0,0
CHRPL,1,0,0,0,0
CHTBSptspp,1,0,0,0,0
CHTBStex,1,0,0,0,0
CINNDO,0,0,0,0,0
CITL,0,0,0,0,0
CITt3pp,1,0,0,0,0
CITt7pp,0,0,0,0,0
CITtex,1,0,0,0,2
CLIPAabctex,1,0,1,0,0
CLPNH120pp,1,0,1,0,0
CLPNH140pp,1,0,1,0,0
CLPNH141pp,1,0,1,0,0
CLPNH160pp,1,0,1,0,0
CLPNH161pp,1,0,1,0,0
CLPNH180pp,1,0,1,0,0
CLPNH181pp,1,0,1,0,0
CLPNS120pp,1,0,1,0,2
CLPNS140pp,1,0,1,0,2
CLPNS141pp,1,0,1,0,2
CLPNS160pp,1,0,1,0,2
CLPNS161pp,1,0,1,0,2
CLPNS180pp,1,0,1,0,2
CLPNS181pp,1,0,1,0,2
CLt3_2pp,1,0,0,0,0
CLtex,1,0,0,0,2
CMPN,1,0,0,0,0
CMPtex,1,0,0,0,0
CMtex,1,0,1,0,2
CMtpp,1,0,1,0,1
CO2tex,1,1,1,0,2
CO2tpp,1,1,0,0,1
COBALT2abcpp,1,0,1,0,0
COBALT2t3pp,0,0,1,0,1
COBALT2tex,1,0,0,0,2
COBALT2tpp,1,0,1,0,1
COLIPAKpp,1,0,1,0,0
COLIPAPabctex,1,0,1,0,0
COLIPAabcpp,1,0,1,0,0
COLIPAabctex,1,0,1,0,0
CPGNR1,1,0,0,0,0
CPGNR2,1,0,0,0,0
CPGNR3,1,0,0,0,0
CPGNUtex,1,0,0,0,0
CPGNUtpp,1,0,0,0,0
CPGNabcpp,0,0,0,0,0
CPGNexs,1,0,0,0,0
CPGNtonex,0,0,0,0,0
CPH4S,1,0,0,0,0
CPMPS,1,0,0,0,0
CPPPGO,1,0,0,0,0
CPPPGO2,0,0,1,0,0
CRNBTCT,0,0,0,0,0
CRNCAL2,0,0,0,0,0
CRNCAR,0,0,0,0,0
CRNCBCT,0,0,0,0,0
CRNCDH,0,0,0,0,0
CRNDCAL2,0,0,0,0,0
CRNDabcpp,0,0,1,0,0
CRNDt2rpp,1,0,1,0,2
CRNDtex,1,0,0,0,0
CRNabcpp,0,0,1,0,0
CRNt2rpp,1,0,1,0,2
CRNt7pp,0,0,0,0,0
CRNt8pp,0,0,0,0,0
CRNtex,1,0,0,0,0
CS,1,0,1,0,1
CSND,0,0,1,0,0
CSNt2pp,0,0,0,0,0
CSNtex,1,0,0,0,0
CTBTCAL2,0,0,0,0,0
CTBTabcpp,0,0,1,0,0
CTBTt2rpp,1,0,1,0,2
CTECOAI6,0,0,1,0,0
CTECOAI7,0,0,1,0,0
CTECOAI8,0,0,1,0,1
CTPS2,1,0,1,0,1
CU1Opp,0,0,0,0,0
CU1abcpp,0,0,0,0,0
CU2abcpp,1,0,1,0,0
CU2tex,1,0,0,0,2
CU2tpp,1,0,1,0,0
CUt3,0,0,0,0,0
CUtex,1,0,0,0,0
CYANST,0,0,0,0,0
CYANSTpp,1,0,0,0,0
CYANtex,1,0,0,0,0
CYNTAH,0,0,0,0,0
CYNTt2pp,0,0,0,0,0
CYNTtex,1,0,0,0,0
CYSDDS,0,0,0,0,0
CYSDS,1,0,1,0,0
CYSDabcpp,1,0,0,0,0
CYSDtex,1,0,0,0,0
CYSS,1,0,1,0,0
CYSSADS,0,0,0,0,0
CYSTL,1,0,0,0,0
CYSTRS,1,0,0,0,0
CYSabc2pp,0,0,0,0,0
CYSabcpp,1,0,0,0,0
CYStex,1,0,0,0,2
CYStpp,0,0,0,0,0
CYTBD2pp,0,0,0,0,0
CYTBDpp,1,0,1,0,1
CYTBO3_4pp,1,1,1,0,1
CYTD,1,0,1,0,0
CYTDH,1,0,1,0,0
CYTDK2,1,0,1,0,0
CYTDt2pp_copy1,1,0,1,0,1
CYTDt2pp_copy2,0,0,1,0,1
CYTDtex,1,0,1,0,2
CYTK1,1,0,1,0,2
CYTK2,1,0,1,0,2
D_LACt2pp,0,0,1,0,2
D_LACtex,1,0,1,0,2
DAAD,1,0,1,0,0
DADA,1,0,1,0,0
DADK,1,0,1,0,2
DADNt2pp,1,0,0,0,0
DADNtex,1,0,0,0,0
DAGK120,1,0,1,0,0
DAGK140,1,0,1,0,0
DAGK141,1,0,1,0,0
DAGK160,1,0,1,0,0
DAGK161,1,0,1,0,0
DAGK180,1,0,1,0,0
DAGK181,1,0,1,0,0
DALAt2pp,1,0,0,0,0
DALAtex,1,0,1,0,2
DAMPtex,1,0,0,0,0
DAPAL,0,0,0,0,0
DAPDC,1,0,0,0,0
DAPE,1,0,1,0,2
DAPabcpp,1,0,0,0,0
DAPtex,1,0,0,0,2
DASYN120,1,0,1,0,0
DASYN140,1,0,1,0,0
DASYN141,1,0,1,0,0
DASYN160,1,0,1,0,0
DASYN161,1,0,1,0,0
DASYN180,1,0,1,0,0
DASYN181,1,0,1,0,1
DATPHs,1,0,1,0,0
DB4PS,1,0,0,0,0
DBTS,1,0,0,0,0
DC6PH,0,0,0,0,0
DCAtex,1,0,0,0,0
DCMPtex,1,0,0,0,0
DCTPD,1,0,1,0,0
DCYTD,1,0,1,0,1
DCYTt2pp,1,0,0,0,0
DCYTtex,1,0,0,0,0
DDCAtexi,1,0,0,0,0
DDGALK,0,0,0,0,0
DDGLCNt2rpp,0,0,0,0,0
DDGLCNtex,1,0,0,0,0
DDGLK,0,0,0,0,0
DDPA,1,0,1,0,0
DDPGALA,0,0,0,0,0
DGK1,1,0,1,0,2
DGMPtex,1,0,0,0,0
DGSNt2pp,1,0,0,0,0
DGSNtex,1,0,0,0,0
DHACOAH,0,0,0,0,0
DHAD1,1,0,0,0,0
DHAD2,1,0,0,0,0
DHAPT,1,0,1,0,0
DHAtex,1,0,1,0,2
DHAtpp,1,0,1,0,0
DHBD,1,0,0,0,2
DHBS,1,0,0,0,0
DHBSH,1,0,0,0,0
DHCIND,0,0,0,0,0
DHCINDO,0,0,0,0,0
DHDPRy,1,0,1,0,0
DHDPS,1,0,1,0,0
DHFR,1,0,1,0,2
DHFS,1,0,0,0,0
DHMPTR,0,0,0,0,0
DHNAOT4,1,0,0,0,0
DHNCOAS,1,0,0,0,0
DHNCOAT,1,0,0,0,0
DHNPA2r,1,0,0,0,2
DHNPTE,0,0,0,0,0
DHORD2,1,0,1,0,0
DHORD5,1,0,1,0,0
DHORDfum,1,0,0,0,0
DHORTS,1,0,1,0,2
DHPPD,0,0,0,0,0
DHPPDA2,1,0,0,0,0
DHPS2,1,0,0,0,0
DHPTDCs2,1,0,1,0,0
DHPTDNR,1,0,0,0,0
DHPTDNRN,1,0,0,0,0
DHPTPE,1,0,0,0,0
DHQS,1,0,1,0,0
DHQTi,1,0,1,0,0
DIMPtex,1,0,0,0,0
DINSt2pp,1,0,0,0,0
DINStex,1,0,0,0,0
DKGLCNR1,0,0,0,0,0
DKGLCNR2x,1,0,0,0,0
DKGLCNR2y,1,0,0,0,0
DMATT,1,0,0,0,0
DMPPS,1,0,0,0,0
DMQMT,1,0,0,0,0
DMSOR1,0,0,0,0,0
DMSOR1pp,0,0,0,0,0
DMSOR2,0,0,0,0,0
DMSOR2pp,0,0,0,0,0
DMSOtex,1,0,0,0,0
DMSOtpp,1,0,0,0,0
DMStex,1,0,0,0,0
DNMPPA,1,0,0,0,0
DNTPPA,1,0,0,0,0
DOGULNR,0,0,0,0,0
DOPAtex,1,0,0,0,0
DOXRBCNtex,1,0,1,0,2
DOXRBCNtpp,1,0,1,0,1
DPCOAK,1,0,0,0,0
DPR,1,0,0,0,0
DRPA,1,0,1,0,1
DSBAO1,1,0,0,0,0
DSBAO2,1,0,0,0,0
DSBCGT,1,0,0,0,0
DSBDR,0,0,0,0,0
DSBGGT,0,0,0,0,0
DSERDHr,1,0,1,0,2
DSERt2pp,0,0,0,0,0
DSERtex,1,0,0,0,0
DTARTD,0,0,0,0,0
DTMPK,1,0,1,0,2
DTMPtex,1,0,0,0,0
DUMPtex,1,0,0,0,0
DURADx,0,0,0,0,0
DURIK1,0,0,1,0,0
DURIPP,1,0,1,0,2
DURIt2pp,1,0,0,0,0
DURItex,1,0,0,0,0
DUTPDP,1,0,1,0,0
DXPRIi,1,0,0,0,0
DXPS,1,0,0,0,0
DXYLK,0,0,0,0,0
E4PD,1,0,0,0,2
EAR100x,1,0,1,0,0
EAR100y,1,0,1,0,0
EAR120x,1,0,1,0,0
EAR120y,1,0,1,0,0
EAR121x,1,0,1,0,1
EAR121y,1,0,1,0,0
EAR140x,1,0,1,0,0
EAR140y,1,0,1,0,0
EAR141x,1,0,1,0,1
EAR141y,1,0,1,0,0
EAR160x,1,0,1,0,0
EAR160y,1,0,1,0,0
EAR161x,1,0,1,0,1
EAR161y,1,0,1,0,0
EAR180x,1,0,1,0,0
EAR180y,1,0,1,0,0
EAR181x,1,0,1,0,1
EAR181y,1,0,1,0,0
EAR40x,1,0,1,0,1
EAR40y,1,0,1,0,0
EAR60x,1,0,1,0,1
EAR60y,1,0,1,0,0
EAR80x,1,0,1,0,1
EAR80y,1,0,1,0,0
ECA4COLIPAabctex,1,0,1,0,0
ECA4OALpp,1,0,1,0,0
ECAP1pp,0,0,1,0,0
ECAP2pp,0,0,1,0,0
ECAP3pp,0,0,1,0,0
ECAtpp,0,0,1,0,0
ECOAH1,0,0,0,0,1
ECOAH2,0,0,0,0,1
ECOAH3,0,0,0,0,1
ECOAH4,0,0,0,0,1
ECOAH5,0,0,0,0,1
ECOAH6,0,0,0,0,1
ECOAH7,0,0,0,0,1
ECOAH8,0,0,1,0,1
EDA,1,0,1,0,0
EDD,0,0,1,0,0
EDTXS1,1,0,1,0,0
EDTXS2,1,0,1,0,0
EDTXS3,0,0,1,0,0
EDTXS4,1,0,1,0,0
EGMEACPR,1,0,0,0,0
ENLIPAabctex,1,0,1,0,0
ENO,1,1,1,0,2
ENTCS,1,0,0,0,0
ENTERES,0,0,0,0,0
ENTERES2,0,0,0,0,0
EPMEACPR,1,0,0,0,0
ETHAAL,0,0,1,0,0
ETHAt2pp,1,0,0,0,0
ETHAtex,1,0,1,0,2
ETHSO3abcpp,0,0,0,0,0
ETHSO3tex,1,0,0,0,0
ETOHtex,1,1,1,0,2
ETOHtrpp,1,1,1,0,1
F6PA,0,0,1,0,2
F6PP,0,0,0,0,0
F6Pt6_2pp,0,0,0,0,0
F6Ptex,1,0,0,0,0
FA100ACPHi,0,0,0,0,0
FA120ACPHi,0,0,0,0,0
FA140ACPHi,0,0,0,0,0
FA141ACPHi,0,0,0,0,0
FA160ACPHi,0,0,0,0,0
FA161ACPHi,0,0,0,0,0
FA80ACPHi,0,0,0,0,0
FACOAE100,0,0,0,0,0
FACOAE120,0,0,1,0,0
FACOAE140,0,0,1,0,0
FACOAE141,0,0,1,0,0
FACOAE160,0,0,1,0,0
FACOAE161,0,0,1,0,0
FACOAE180,0,0,1,0,0
FACOAE181,0,0,1,0,0
FACOAE60,0,0,1,0,1
FACOAE80,0,0,0,0,0
FACOAL100t2pp,0,0,0,0,0
FACOAL120t2pp,0,0,1,0,0
FACOAL140t2pp,0,0,1,0,0
FACOAL141t2pp,0,0,1,0,0
FACOAL160t2pp,0,0,1,0,0
FACOAL161t2pp,0,0,1,0,0
FACOAL180t2pp,0,0,1,0,0
FACOAL181t2pp,0,0,1,0,1
FACOAL60t2pp,0,0,1,0,0
FACOAL80t2pp,0,0,0,0,0
FADRx,1,0,1,0,0
FADRx2,0,0,0,0,0
FALDH2,1,0,0,0,0
FALDtex,1,0,0,0,0
FALDtpp,1,0,0,0,0
FALGTHLs,1,0,0,0,0
FBA,1,0,1,0,2
FBA3,1,1,1,0,2
FBP,1,0,1,0,1
FCI,0,0,0,0,0
FCLK,0,0,0,0,0
FCLPA,0,0,0,0,0
FCLT,1,0,1,0,0
FDH4pp,1,0,1,0,1
FDH5pp,1,0,1,0,1
FDMO,0,0,0,0,0
FDMO2,0,0,0,0,0
FDMO3,0,0,0,0,0
FDMO4,0,0,0,0,0
FDMO6,0,0,0,0,0
FE2abcpp,1,0,1,0,0
FE2t2pp,0,0,0,0,0
FE2t3pp,0,0,1,0,1
FE2tex,1,0,1,0,2
FE2tpp,0,0,0,0,1
FE3DCITabcpp,1,0,0,0,0
FE3DCITtonex,1,0,0,0,0
FE3DHBZR,1,0,0,0,0
FE3DHBZSabcpp,0,0,0,0,0
FE3DHBZStonex,1,0,0,0,0
FE3HOXR1,1,0,0,0,0
FE3HOXR2,1,0,0,0,0
FE3HOXR3,1,0,0,0,0
FE3HOXUtex,1,0,0,0,0
FE3HOXUtpp,1,0,0,0,0
FE3HOXabcpp,0,0,0,0,0
FE3HOXexs,1,0,0,0,0
FE3HOXtonex,1,0,0,0,0
FE3Ri,1,0,1,0,0
FE3abcpp,1,0,1,0,0
FE3tex,1,0,1,0,2
FECRMR1,1,0,0,0,0
FECRMR2,1,0,0,0,0
FECRMR3,1,0,0,0,0
FECRMUtex,1,0,0,0,0
FECRMUtpp,1,0,0,0,0
FECRMabcpp,0,0,0,0,0
FECRMexs,1,0,0,0,0
FECRMtonex,1,0,0,0,0
FEENTERR1,1,0,0,0,0
FEENTERR2,1,0,0,0,0
FEENTERR3,1,0,0,0,0
FEENTERabcpp,0,0,0,0,0
FEENTERexs,1,0,0,0,0
FEENTERtex,1,0,0,0,0
FEENTERtonex,0,0,0,0,0
FEENTERtpp,0,0,0,0,0
FEOXAMR1,1,0,1,0,0
FEOXAMR2,1,0,1,0,0
FEOXAMR3,1,0,1,0,0
FEOXAMUtex,1,0,1,0,0
FEOXAMUtpp,1,0,1,0,0
FEOXAMabcpp,0,0,1,0,0
FEOXAMexs,1,0,1,0,0
FEOXAMtonex,1,0,1,0,0
FEROpp,1,0,0,0,0
FESD1s,1,0,0,0,0
FESD2s,1,0,0,0,0
FESR,0,0,0,0,0
FFSD,1,0,0,0,0
FHL,0,0,0,0,0
FLDR2,0,0,0,0,1
FLVR,1,0,1,0,0
FLVRx,1,0,1,0,0
FMETTRS,1,0,0,0,0
FMNAT,1,0,0,0,0
FMNRx,1,0,1,0,0
FMNRx2,1,0,1,0,0
FOMETRi,1,0,1,0,1
FORCT,0,0,0,0,0
FORt2pp,1,0,1,0,1
FORtex,1,1,1,0,2
FORtppi,1,1,1,0,1
FRD2,1,0,1,0,1
FRD3,1,0,1,0,1
FRUK,0,0,0,0,0
FRULYSDG,0,0,0,0,0
FRULYSE,0,0,0,0,0
FRULYSK,0,0,0,0,0
FRULYSt2pp,0,0,0,0,0
FRULYStex,1,0,0,0,0
FRUURt2rpp,0,0,0,0,0
FRUURtex,1,0,0,0,0
FRUpts2pp,1,0,0,0,0
FRUptspp,0,0,0,0,0
FRUtex,1,0,0,0,0
FTHFD,1,0,1,0,0
FTHFLi,1,0,0,0,0
FUCtex,1,0,0,0,0
FUCtpp,0,0,0,0,0
FUM,1,1,1,0,2
FUMt2_2pp,1,0,0,0,0
FUMt2_3pp,1,0,0,0,0
FUMtex,1,0,0,0,0
FUSAtex,1,0,1,0,2
FUSAtpp,1,0,1,0,1
G1PACT,1,0,1,0,0
G1PPpp,0,0,0,0,0
G1PTT,1,0,1,0,0
G1Ptex,1,0,0,0,0
G1SAT,1,0,1,0,2
G2PP,1,0,0,0,0
G2PPpp,1,0,0,0,0
G3PAT120,1,0,1,0,0
G3PAT140,1,0,1,0,0
G3PAT141,1,0,1,0,0
G3PAT160,1,0,1,0,0
G3PAT161,1,0,1,0,0
G3PAT180,1,0,1,0,0
G3PAT181,1,0,1,0,0
G3PCabcpp,0,0,0,0,0
G3PCtex,1,0,0,0,0
G3PD2,1,0,1,0,2
G3PD5,1,0,1,0,0
G3PD6,0,0,1,0,0
G3PD7,0,0,1,0,0
G3PEabcpp,0,0,0,0,0
G3PEtex,1,0,1,0,2
G3PGabcpp,0,0,0,0,0
G3PGtex,1,0,1,0,2
G3PIabcpp,0,0,0,0,0
G3PItex,1,0,0,0,0
G3PSabcpp,0,0,0,0,0
G3PStex,1,0,0,0,0
G3PT,0,0,0,0,1
G5SADs,1,0,1,0,0
G5SD,1,0,1,0,0
G6PDA,1,0,1,0,1
G6PDH2r,1,1,1,0,2
G6PP,0,0,0,0,0
G6Pt6_2pp,0,0,0,0,0
G6Ptex,1,0,0,0,0
GAL1PPpp,0,0,0,0,0
GAL1Ptex,1,0,0,0,0
GALBDtex,1,0,0,0,0
GALCTD,0,0,0,0,0
GALCTLO,0,0,0,0,0
GALCTND,0,0,0,0,0
GALCTNLt2pp,0,0,0,0,0
GALCTNLtex,1,0,0,0,0
GALCTNt2pp,0,0,0,0,0
GALCTNtex,1,0,0,0,0
GALCTt2rpp,0,0,0,0,0
GALCTtex,1,0,0,0,0
GALKr,0,0,0,0,0
GALM2pp,1,0,0,0,0
GALS3,0,0,0,0,0
GALT1,1,0,1,0,0
GALTptspp,1,0,0,0,0
GALTtex,1,0,0,0,0
GALURt2rpp,0,0,0,0,0
GALURtex,1,0,0,0,0
GALUi,1,0,1,0,1
GALabcpp,0,0,0,0,0
GALt2pp,1,0,0,0,0
GALtex,1,0,0,0,0
GAM6Pt6_2pp,0,0,0,0,0
GAMAN6Ptex,1,0,0,0,0
GAMptspp,1,0,0,0,0
GAMtex,1,0,0,0,0
GAPD,1,1,1,0,2
GARFT,1,0,0,0,2
GART,0,0,0,0,0
GBBTNtex,1,0,0,0,0
GCALDD,1,0,0,0,0
GDMANE,0,0,0,0,0
GDPDPK,1,0,1,0,0
GDPMNH,0,0,0,0,0
GDPMNP,0,0,0,0,0
GDPTPDP,1,0,1,0,0
GDPtex,1,0,0,0,0
GF6PTA,1,0,1,0,1
GGGABADr,0,0,0,0,0
GGGABAH,0,0,0,0,0
GGPTRCO,0,0,0,0,0
GGPTRCS,0,0,0,0,0
GHBDHx,0,0,0,0,0
GHMT2r,1,0,1,0,2
GK1,1,0,1,0,2
GLBRAN2,0,0,1,0,1
GLCATr,1,0,0,0,0
GLCDpp,0,0,1,0,0
GLCNt2rpp,1,0,1,0,2
GLCNtex,1,0,1,0,2
GLCP,1,0,1,0,1
GLCP2,1,0,1,0,1
GLCRAL,0,0,0,0,0
GLCRD,0,0,0,0,0
GLCRt2rpp,0,0,0,0,0
GLCRtex,1,0,0,0,0
GLCS1,1,0,1,0,1
GLCTR1,1,0,1,0,0
GLCTR2,1,0,1,0,0
GLCTR3,1,0,1,0,0
GLCUR1Ptex,1,0,0,0,0
GLCURt2rpp,0,0,0,0,0
GLCURtex,1,0,0,0,0
GLCabcpp,0,0,0,0,0
GLCptspp,1,1,1,0,1
GLCt2pp,1,0,1,0,1
GLCtex_copy1,1,1,1,0,2
GLCtex_copy2,1,0,1,0,1
GLDBRAN2,0,0,0,0,1
GLGC,1,0,1,0,1
GLNS,1,0,1,0,1
GLNTRS,1,0,0,0,0
GLNabcpp,0,0,0,0,0
GLNtex,1,0,0,0,0
GLTPD,0,0,0,0,0
GLU5K,1,0,1,0,0
GLUABUTt7pp,0,0,0,0,0
GLUCYS,1,0,1,0,0
GLUDC,0,0,0,0,0
GLUDy,1,1,1,0,2
GLUN,0,0,0,0,0
GLUNpp,1,0,0,0,0
GLUPRT,1,0,0,0,0
GLUR,1,0,1,0,2
GLUSy,1,0,1,0,0
GLUTRR,1,0,1,0,0
GLUTRS,1,0,1,0,0
GLUabcpp,0,0,0,0,0
GLUt2rpp,1,1,1,0,2
GLUt4pp,0,1,1,0,1
GLUtex,1,0,1,0,2
GLXCL,0,0,0,0,0
GLYALDtex,1,0,1,0,2
GLYALDtpp,1,0,1,0,2
GLYAT,1,1,1,0,2
GLYBabcpp,0,0,0,0,0
GLYBt2pp,1,0,0,0,0
GLYBtex,1,0,0,0,0
GLYC2Pabcpp,0,0,0,0,0
GLYC2Ptex,1,0,0,0,0
GLYC3Pabcpp,0,0,0,0,0
GLYC3Pt6pp,1,0,1,0,1
GLYC3Ptex,1,0,1,0,2
GLYCAt2rpp,0,0,0,0,0
GLYCAtex,1,0,0,0,2
GLYCDx,0,0,0,0,0
GLYCK,0,0,0,0,0
GLYCK2,0,0,0,0,0
GLYCL,1,0,1,0,0
GLYCLTDx,1,0,1,0,1
GLYCLTDy,1,0,1,0,0
GLYCLTt2rpp,1,0,1,0,2
GLYCLTt4pp,0,0,0,0,0
GLYCLTtex,1,0,1,0,2
GLYCTO2,0,0,0,0,0
GLYCTO3,0,0,0,0,0
GLYCTO4,0,0,0,0,0
GLYCtex,1,0,1,0,2
GLYCtpp,1,0,1,0,2
GLYK,1,0,1,0,1
GLYOX,1,0,1,0,0
GLYOX3,1,0,0,0,0
GLYTRS,1,0,0,0,0
GLYt2pp_copy1,0,0,0,0,0
GLYt2pp_copy2,1,0,1,0,0
GLYt4pp,0,0,0,0,0
GLYtex,1,0,1,0,2
GMAND,0,0,0,0,0
GMHEPAT,1,0,1,0,0
GMHEPK,1,0,1,0,0
GMHEPPA,1,0,1,0,0
GMPR,1,0,1,0,0
GMPS2,1,0,1,0,0
GMPtex,1,0,0,0,0
GND,1,1,1,0,1
GNK,0,0,1,0,0
GOFUCR,0,0,0,0,0
GP4GH,0,0,0,0,0
GPDDA1,0,0,0,0,0
GPDDA1pp,1,0,0,0,0
GPDDA2,0,0,1,0,0
GPDDA2pp,1,0,1,0,0
GPDDA3,0,0,0,0,0
GPDDA3pp,1,0,0,0,0
GPDDA4,0,0,1,0,0
GPDDA4pp,1,0,1,0,1
GPDDA5,0,0,0,0,0
GPDDA5pp,1,0,0,0,0
GRTT,1,0,0,0,0
GRXR,1,0,1,0,0
GSNK,1,0,1,0,0
GSNt2pp,1,0,0,0,0
GSNtex,1,0,0,0,0
GSPMDA,0,0,0,0,0
GSPMDS,0,0,0,0,0
GTHOXtex,1,0,0,0,0
GTHOr,1,0,1,0,2
GTHPi,1,0,1,0,0
GTHRDHpp,0,0,1,0,0
GTHRDabc2pp,0,0,1,0,0
GTHRDabcpp,0,0,0,0,0
GTHRDtex,1,0,0,0,2
GTHS,1,0,1,0,0
GTPCI,1,0,0,0,0
GTPCII2,1,0,0,0,0
GTPDPDP,1,0,1,0,0
GTPDPK,1,0,1,0,0
GTPHs,1,0,1,0,0
GTPtex,1,0,0,0,0
GUACYC,1,0,0,0,0
GUAD,0,0,0,0,0
GUAPRT,1,0,1,0,1
GUAt2pp,0,0,0,0,0
GUAtex,1,0,0,0,2
GUAtpp,1,0,0,0,0
GUI1,0,0,0,0,0
GUI2,0,0,0,0,0
GUR1PPpp,1,0,0,0,0
H2O2tex,1,0,0,0,0
H2Otex,1,0,1,0,2
H2Otpp,1,0,0,0,1
H2SO,1,0,0,0,0
H2St1pp,1,0,0,0,0
H2Stex,1,0,0,0,2
H2tex,1,0,0,0,0
H2tpp,1,0,0,0,0
HACD1,0,0,0,0,1
HACD2,0,0,0,0,1
HACD3,0,0,0,0,1
HACD4,0,0,0,0,1
HACD5,0,0,0,0,1
HACD6,0,0,0,0,1
HACD7,0,0,0,0,1
HACD8,0,0,1,0,1
HADPCOADH3,0,0,0,0,0
HBZOPT,1,0,0,0,0
HCINNMt2rpp,0,0,0,0,0
HCINNMtex,1,0,0,0,0
HCO3E,1,0,1,0,2
HCYSMT,0,0,1,0,0
HCYSMT2,0,0,0,0,0
HDCAtexi,1,0,0,0,0
HDCEAtexi,1,0,0,0,0
HEMEOS,1,0,0,0,0
HEPK1,1,0,1,0,0
HEPK2,1,0,1,0,0
HEPT1,1,0,1,0,0
HEPT2,1,0,1,0,0
HEPT3,1,0,1,0,0
HEPT4,1,0,1,0,0
HETZK,0,0,0,0,0
HEX1,1,0,1,0,1
HEX4,1,0,0,0,0
HEX7,0,0,0,0,0
HEXt2rpp,0,0,1,0,1
HG2abcpp,1,0,0,0,0
HG2t3pp,0,0,0,0,0
HG2tex,1,0,0,0,0
HISTD,1,0,0,0,0
HISTP,1,0,0,0,0
HISTRS,1,0,0,0,0
HISabcpp,0,0,0,0,0
HISt2rpp,0,0,0,0,0
HIStex,1,0,0,0,2
HKNDDH,0,0,0,0,0
HKNTDH,0,0,0,0,0
HMBS,1,0,1,0,0
HMPK1,0,0,0,0,0
HOMt2pp,0,0,1,0,0
HOMtex,1,0,1,0,2
HOPNTAL,0,0,0,0,0
HPPK2,1,0,0,0,0
HPPPNDO,0,0,0,0,0
HPPPNt2rpp,0,0,0,0,0
HPPPNtex,1,0,0,0,0
HPYRI,0,0,1,0,1
HPYRRx,1,0,1,0,1
HPYRRy,1,0,1,0,0
HSDy,1,0,1,0,2
HSK,1,0,1,0,0
HSST,1,0,0,0,0
HSTPT,1,0,0,0,0
HXAND,0,0,0,0,0
HXAtex,1,0,0,0,2
HXCT,0,0,0,0,0
HXPRT,1,0,1,0,0
HYD1pp,0,0,0,0,0
HYD2pp,0,0,0,0,0
HYD3pp,0,0,0,0,0
HYPOE,1,0,0,0,0
HYXNtex,1,0,0,0,2
HYXNtpp,1,0,0,0,0
Htex,1,1,1,0,2
I2FE2SR,1,0,0,0,0
I2FE2SS,1,0,0,0,0
I2FE2SS2,1,0,0,0,0
I2FE2ST,1,0,0,0,0
I4FE4SR,1,0,0,0,0
I4FE4ST,1,0,0,0,0
ICDHyr,1,0,1,0,2
ICHORS_copy1,1,1,1,0,2
ICHORS_copy2,0,1,1,0,1
ICHORT,1,0,0,0,0
ICL,0,0,1,0,1
ICYSDS,1,0,0,0,0
IDOND,0,0,0,0,0
IDOND2,0,0,0,0,0
IDONt2rpp,0,0,0,0,0
IDONtex,1,0,0,0,2
IG3PS,1,0,0,0,0
IGPDH,1,0,0,0,0
IGPS,1,0,0,0,0
ILETA,1,0,0,0,0
ILETRS,1,0,0,0,0
ILEabcpp,0,0,0,0,0
ILEt2rpp,0,0,0,0,2
ILEtex,1,0,0,0,2
IMPC,1,0,0,0,0
IMPD,1,0,1,0,0
IMPtex,1,0,0,0,0
INDOLEt2pp,0,0,0,0,0
INDOLEt2rpp,0,0,0,0,0
INDOLEtex,1,0,0,0,2
INOSTt4pp,0,0,0,0,0
INSH,0,0,0,0,0
INSK,1,0,1,0,0
INSTtex,1,0,0,0,0
INSt2pp_copy1,1,0,1,0,1
